network
Node 16 [0, 12, 0, 25, 1, 36, 46, 0, 0, 4271, 1, 0, 7, 2, 0, 4, 2, 0, 9, 9]
Node 17 [3, 12, 1054, 0, 0, 36, 46, 4533, 8, 0, 0, 4, 0, 0, 0, 0, 0, 0, 9, 0]
Node 18 [3, 12, 0, 0, 0, 0, 0, 4533, 8, 0, 0, 0, 0, 0, 10441, 4, 0, 0, 9, 9]
Node 19 [0, 12, 1054, 0, 0, 36, 0, 0, 0, 0, 0, 0, 7, 2, 10441, 4, 2, 0, 0, 0]
Node 20 [3, 0, 1054, 0, 1, 36, 46, 0, 0, 4271, 1, 4, 7, 2, 10441, 0, 2, 0, 9, 0]
Node 21 [3, 12, 1054, 0, 1, 0, 46, 4533, 8, 4271, 1, 0, 7, 2, 0, 4, 2, 0, 0, 9]
Node 22 [3, 0, 0, 25, 0, 36, 0, 4533, 0, 4271, 1, 0, 0, 2, 10441, 4, 2, 0, 9, 9]
Node 23 [3, 12, 0, 25, 0, 36, 46, 0, 8, 0, 1, 0, 7, 2, 0, 0, 0, 1, 0, 0]
Node 24 [3, 12, 0, 0, 0, 36, 46, 0, 0, 4271, 0, 0, 0, 2, 0, 4, 0, 1, 9, 0]
Node 25 [0, 0, 1054, 25, 1, 36, 46, 4533, 0, 4271, 0, 0, 7, 2, 10441, 4, 2, 1, 9, 0]
Node 26 [0, 0, 1054, 25, 0, 0, 46, 0, 8, 4271, 0, 4, 7, 2, 10441, 4, 2, 0, 0, 0]
Node 27 [3, 0, 1054, 0, 1, 36, 0, 0, 8, 0, 0, 4, 0, 2, 10441, 0, 2, 0, 9, 0]
Node 28 [3, 12, 0, 0, 0, 36, 46, 0, 8, 4271, 0, 4, 0, 0, 0, 0, 2, 1, 9, 0]
Node 29 [3, 0, 1054, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 2, 0, 9, 9]
Node 30 [0, 0, 0, 0, 1, 36, 46, 0, 0, 4271, 1, 4, 0, 0, 10441, 0, 2, 1, 9, 0]
Node 31 [0, 0, 1054, 25, 1, 36, 46, 0, 8, 4271, 1, 4, 0, 2, 0, 4, 2, 1, 9, 0]
Node 32 [0, 0, 1054, 0, 1, 0, 46, 0, 0, 4271, 0, 0, 7, 2, 10441, 4, 0, 1, 9, 0]
Node 33 [0, 12, 0, 25, 1, 0, 46, 0, 8, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0]
Node 34 [0, 12, 0, 25, 1, 0, 46, 4533, 0, 4271, 0, 4, 7, 0, 0, 0, 0, 1, 9, 9]
Node 35 [0, 0, 1054, 25, 0, 36, 0, 0, 8, 4271, 1, 0, 7, 0, 0, 0, 0, 1, 0, 0]
Node 36 [0, 12, 0, 0, 1, 0, 46, 0, 8, 0, 1, 4, 0, 2, 0, 4, 0, 0, 0, 9]
Node 37 [0, 12, 1054, 0, 0, 36, 0, 0, 8, 0, 0, 0, 7, 0, 10441, 4, 0, 1, 9, 0]
Node 38 [3, 12, 0, 25, 1, 36, 0, 4533, 0, 4271, 1, 4, 7, 2, 0, 4, 2, 0, 9, 0]
Node 39 [3, 0, 0, 0, 0, 36, 46, 0, 8, 0, 1, 0, 0, 0, 10441, 0, 2, 1, 9, 0]
Node 40 [0, 0, 1054, 25, 1, 36, 0, 4533, 8, 4271, 0, 4, 7, 0, 0, 0, 2, 1, 0, 0]
Node 41 [3, 0, 0, 0, 1, 0, 46, 0, 0, 0, 0, 0, 0, 0, 10441, 0, 0, 0, 0, 9]
Node 42 [0, 0, 0, 0, 1, 0, 0, 4533, 0, 4271, 0, 0, 7, 0, 10441, 0, 2, 0, 9, 0]
Node 43 [0, 12, 0, 0, 1, 36, 0, 4533, 0, 4271, 0, 4, 0, 2, 0, 4, 2, 0, 0, 0]
Node 44 [0, 0, 0, 25, 1, 36, 46, 4533, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 9, 9]
Node 45 [0, 12, 1054, 25, 1, 0, 46, 0, 8, 0, 0, 4, 0, 2, 10441, 4, 2, 1, 9, 0]
Node 46 [3, 12, 1054, 0, 0, 36, 0, 4533, 0, 4271, 1, 0, 0, 0, 0, 0, 2, 1, 9, 0]
Node 47 [0, 12, 0, 0, 1, 36, 0, 4533, 8, 4271, 1, 0, 7, 0, 0, 0, 2, 0, 9, 9]
Node 48 [0, 0, 1054, 25, 1, 0, 46, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 9, 9]
Node 49 [0, 12, 0, 0, 1, 0, 46, 4533, 8, 4271, 1, 0, 7, 2, 0, 0, 2, 1, 0, 9]
Node 50 [0, 0, 0, 25, 1, 0, 0, 4533, 0, 0, 1, 0, 0, 2, 0, 0, 2, 1, 0, 9]
Node 51 [3, 0, 0, 25, 0, 36, 0, 4533, 8, 0, 0, 4, 0, 2, 10441, 4, 2, 1, 9, 9]
Node 52 [0, 12, 1054, 25, 0, 36, 0, 4533, 0, 0, 1, 0, 0, 2, 0, 0, 2, 1, 0, 9]
Node 53 [3, 0, 0, 25, 1, 0, 0, 4533, 8, 4271, 0, 0, 7, 0, 0, 0, 0, 0, 9, 9]
Node 54 [3, 12, 1054, 25, 1, 36, 0, 0, 0, 4271, 0, 4, 7, 0, 0, 4, 2, 0, 0, 0]
Node 55 [0, 12, 0, 0, 1, 36, 0, 0, 8, 0, 1, 0, 0, 0, 0, 4, 2, 0, 9, 9]
Node 56 [3, 12, 1054, 0, 0, 0, 46, 0, 8, 4271, 0, 0, 7, 2, 0, 0, 0, 1, 9, 9]
Node 57 [0, 12, 0, 0, 1, 36, 46, 4533, 8, 4271, 1, 0, 7, 0, 10441, 4, 0, 0, 9, 9]
Node 58 [0, 12, 0, 25, 1, 0, 46, 0, 8, 0, 1, 0, 7, 2, 10441, 4, 2, 1, 9, 0]
Node 59 [0, 12, 0, 0, 1, 36, 0, 4533, 0, 4271, 0, 4, 0, 2, 0, 0, 0, 1, 0, 0]
Node 60 [0, 12, 0, 0, 1, 0, 46, 0, 8, 4271, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0]
Node 61 [0, 12, 0, 25, 1, 36, 0, 0, 8, 4271, 0, 4, 0, 0, 10441, 0, 0, 0, 0, 9]
Node 62 [0, 0, 0, 25, 0, 36, 0, 4533, 0, 0, 0, 0, 0, 0, 10441, 0, 0, 0, 9, 0]
Node 63 [3, 0, 1054, 0, 1, 36, 46, 0, 0, 0, 1, 4, 7, 2, 10441, 4, 2, 1, 0, 0]
Node 64 [3, 0, 1054, 0, 1, 0, 46, 0, 8, 4271, 0, 0, 0, 0, 10441, 4, 2, 0, 9, 9]
Node 65 [0, 0, 1054, 25, 1, 36, 46, 4533, 8, 0, 0, 4, 7, 2, 10441, 4, 2, 0, 0, 0]
Node 66 [0, 0, 1054, 25, 0, 36, 0, 4533, 8, 0, 1, 4, 0, 2, 0, 4, 2, 0, 0, 9]
Node 67 [3, 12, 0, 0, 1, 36, 0, 4533, 8, 0, 0, 0, 7, 2, 10441, 0, 0, 1, 9, 9]
Node 68 [0, 0, 1054, 0, 0, 36, 46, 0, 8, 0, 0, 4, 0, 0, 10441, 4, 0, 1, 0, 9]
Node 69 [0, 12, 0, 0, 1, 0, 46, 0, 0, 4271, 1, 4, 7, 2, 10441, 0, 0, 1, 9, 0]
Node 70 [3, 12, 0, 0, 1, 36, 46, 0, 0, 0, 0, 4, 7, 0, 10441, 4, 0, 1, 0, 9]
Node 71 [3, 12, 0, 0, 0, 0, 46, 4533, 0, 4271, 0, 4, 7, 2, 0, 0, 2, 1, 0, 0]
Node 72 [3, 0, 1054, 25, 1, 36, 0, 4533, 0, 0, 0, 4, 0, 0, 10441, 4, 0, 0, 0, 0]
Node 73 [0, 0, 0, 0, 1, 0, 46, 0, 8, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 9]
Node 74 [3, 0, 0, 25, 0, 36, 0, 4533, 0, 4271, 1, 0, 7, 0, 0, 4, 0, 0, 0, 9]
Node 75 [3, 12, 1054, 25, 1, 36, 46, 4533, 8, 4271, 1, 0, 7, 0, 10441, 4, 2, 0, 9, 0]
Node 76 [3, 12, 1054, 0, 1, 0, 0, 4533, 0, 0, 0, 4, 0, 0, 0, 0, 2, 1, 9, 9]
Node 77 [3, 0, 1054, 25, 0, 0, 0, 4533, 8, 0, 1, 4, 0, 2, 10441, 0, 0, 1, 9, 9]
Node 78 [3, 0, 1054, 0, 1, 0, 46, 0, 0, 4271, 0, 0, 7, 0, 10441, 4, 2, 1, 9, 9]
Node 79 [3, 12, 1054, 25, 1, 36, 0, 0, 8, 4271, 0, 4, 0, 0, 0, 0, 2, 1, 9, 9]
Node 80 [0, 12, 0, 0, 1, 0, 46, 4533, 0, 0, 1, 0, 7, 0, 0, 4, 2, 1, 9, 9]
Node 81 [3, 12, 1054, 0, 0, 36, 46, 4533, 0, 4271, 1, 4, 0, 0, 0, 0, 2, 0, 9, 9]
Node 82 [0, 0, 1054, 25, 0, 36, 0, 4533, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0]
Node 83 [0, 0, 0, 0, 0, 36, 46, 0, 8, 0, 0, 0, 0, 2, 10441, 0, 2, 1, 0, 0]
Node 84 [3, 12, 0, 0, 0, 36, 0, 0, 0, 4271, 1, 0, 0, 2, 0, 0, 2, 1, 9, 0]
Node 85 [3, 0, 0, 0, 1, 36, 0, 4533, 0, 0, 1, 0, 7, 2, 10441, 0, 2, 1, 0, 9]
Node 86 [0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 1, 0, 7, 0, 10441, 0, 0, 0, 0, 0]
Node 87 [3, 12, 1054, 25, 1, 0, 0, 4533, 0, 4271, 0, 0, 7, 0, 0, 4, 2, 0, 9, 9]
Node 88 [3, 0, 1054, 0, 1, 36, 46, 4533, 8, 4271, 0, 0, 0, 2, 0, 0, 2, 1, 0, 9]
Node 89 [3, 0, 1054, 0, 0, 0, 46, 4533, 8, 4271, 1, 4, 7, 2, 10441, 0, 2, 1, 9, 9]
Node 90 [3, 0, 0, 25, 0, 0, 0, 0, 8, 0, 0, 4, 0, 2, 10441, 4, 0, 0, 0, 0]
Node 91 [3, 12, 0, 0, 0, 36, 46, 4533, 8, 0, 0, 4, 7, 0, 10441, 4, 0, 0, 9, 9]
Node 92 [3, 0, 1054, 0, 1, 0, 0, 4533, 0, 0, 1, 0, 7, 2, 10441, 4, 2, 0, 0, 9]
Node 93 [3, 0, 0, 0, 0, 36, 46, 4533, 8, 4271, 0, 0, 7, 2, 0, 0, 2, 1, 9, 9]
Node 94 [3, 0, 0, 25, 1, 36, 0, 4533, 8, 0, 0, 0, 7, 2, 0, 4, 2, 0, 0, 0]
Node 95 [3, 0, 1054, 0, 1, 36, 46, 4533, 8, 4271, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0]
Node 96 [0, 0, 1054, 0, 1, 36, 0, 4533, 0, 0, 1, 4, 0, 2, 10441, 0, 0, 1, 0, 9]
Node 97 [3, 12, 1054, 0, 0, 36, 46, 4533, 8, 0, 1, 0, 7, 2, 10441, 4, 2, 0, 0, 9]
Node 98 [3, 12, 1054, 25, 0, 36, 46, 0, 0, 0, 1, 4, 0, 2, 10441, 4, 2, 0, 0, 0]
Node 99 [3, 0, 1054, 0, 0, 0, 46, 4533, 0, 0, 0, 0, 7, 2, 0, 4, 0, 1, 0, 0]
Node 100 [3, 12, 0, 0, 0, 0, 0, 0, 8, 4271, 1, 4, 0, 0, 10441, 0, 2, 1, 0, 9]
Node 101 [0, 12, 1054, 0, 1, 0, 0, 0, 0, 4271, 0, 0, 0, 2, 0, 0, 0, 1, 0, 9]
Node 102 [3, 0, 0, 0, 0, 36, 0, 0, 8, 0, 1, 0, 0, 0, 10441, 4, 0, 1, 9, 0]
Node 103 [3, 0, 0, 0, 1, 36, 46, 0, 8, 0, 0, 0, 0, 0, 10441, 4, 2, 0, 9, 0]
Node 104 [0, 12, 1054, 25, 1, 36, 46, 0, 0, 4271, 0, 4, 7, 2, 0, 4, 0, 1, 9, 0]
Node 105 [0, 0, 0, 25, 1, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 4, 2, 1, 9, 0]
Node 106 [3, 12, 0, 25, 1, 36, 0, 0, 0, 4271, 1, 4, 7, 2, 0, 4, 0, 1, 0, 9]
Node 107 [3, 0, 1054, 25, 1, 0, 0, 0, 8, 4271, 0, 0, 0, 0, 10441, 0, 0, 0, 0, 9]
Node 108 [0, 12, 1054, 0, 0, 0, 46, 4533, 8, 0, 1, 4, 0, 0, 0, 4, 0, 1, 9, 0]
Node 109 [0, 0, 1054, 25, 0, 0, 46, 4533, 0, 0, 1, 0, 0, 0, 0, 4, 2, 0, 9, 9]
Node 110 [0, 12, 1054, 25, 0, 0, 0, 0, 8, 4271, 0, 0, 7, 2, 10441, 4, 2, 1, 9, 0]
Node 111 [0, 12, 1054, 0, 0, 36, 0, 4533, 8, 0, 1, 4, 0, 2, 0, 4, 0, 1, 0, 0]
Node 112 [3, 0, 1054, 25, 1, 0, 46, 0, 8, 0, 1, 4, 7, 2, 10441, 0, 2, 0, 0, 0]
Node 113 [3, 12, 1054, 0, 1, 0, 0, 4533, 8, 0, 1, 0, 7, 0, 10441, 0, 2, 1, 0, 9]
Node 114 [0, 12, 0, 0, 0, 0, 0, 4533, 0, 4271, 1, 4, 7, 2, 10441, 4, 0, 0, 0, 0]
Node 115 [0, 12, 0, 25, 1, 0, 0, 0, 0, 4271, 1, 0, 0, 0, 0, 4, 2, 1, 9, 9]
Node 116 [3, 12, 0, 0, 0, 0, 46, 4533, 0, 0, 1, 0, 7, 2, 0, 4, 2, 0, 9, 9]
Node 117 [3, 12, 1054, 25, 0, 0, 46, 0, 8, 0, 1, 4, 0, 2, 10441, 0, 2, 1, 9, 0]
Node 118 [3, 12, 1054, 0, 1, 0, 0, 4533, 8, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]
Node 119 [0, 0, 0, 0, 1, 36, 0, 4533, 0, 4271, 0, 0, 7, 2, 0, 4, 0, 0, 9, 0]
Node 120 [3, 0, 1054, 25, 1, 0, 0, 4533, 8, 4271, 0, 4, 7, 2, 10441, 4, 0, 1, 9, 9]
Node 121 [0, 12, 1054, 25, 0, 36, 46, 0, 0, 4271, 0, 4, 7, 0, 10441, 0, 0, 1, 9, 9]
Node 122 [0, 12, 0, 25, 1, 0, 0, 0, 8, 4271, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0]
Node 123 [3, 12, 0, 25, 1, 0, 46, 4533, 0, 0, 1, 4, 7, 0, 0, 0, 0, 1, 0, 0]
Node 124 [0, 0, 1054, 0, 1, 36, 0, 0, 0, 4271, 0, 0, 7, 2, 10441, 0, 0, 0, 0, 0]
Node 125 [0, 12, 0, 25, 1, 36, 0, 4533, 0, 4271, 1, 4, 0, 2, 0, 0, 0, 0, 9, 9]
Node 126 [3, 0, 0, 25, 0, 36, 46, 4533, 0, 0, 0, 0, 0, 2, 10441, 4, 0, 1, 0, 0]
Node 127 [0, 12, 1054, 25, 0, 0, 46, 0, 0, 4271, 0, 4, 0, 2, 10441, 4, 0, 1, 0, 9]
Node 128 [0, 12, 0, 25, 0, 0, 46, 0, 8, 4271, 0, 4, 7, 2, 0, 4, 0, 1, 9, 9]
Node 129 [0, 12, 0, 0, 0, 36, 46, 4533, 8, 0, 1, 0, 0, 2, 0, 4, 2, 0, 0, 0]
Node 130 [0, 12, 0, 25, 1, 0, 46, 4533, 8, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 9]
Node 131 [3, 12, 1054, 0, 1, 36, 46, 4533, 8, 4271, 0, 0, 0, 2, 0, 4, 2, 1, 9, 0]
Node 132 [3, 0, 0, 25, 0, 36, 46, 0, 8, 4271, 0, 0, 7, 0, 10441, 4, 0, 1, 0, 9]
Node 133 [0, 12, 0, 0, 1, 0, 46, 4533, 0, 0, 1, 0, 0, 2, 0, 4, 2, 0, 9, 9]
Node 134 [0, 0, 1054, 0, 0, 36, 0, 0, 0, 4271, 0, 0, 7, 2, 0, 4, 0, 0, 0, 0]
Node 135 [3, 0, 0, 0, 1, 36, 0, 0, 0, 4271, 0, 4, 7, 2, 10441, 0, 0, 1, 9, 9]
Node 136 [3, 12, 0, 0, 0, 36, 46, 0, 8, 4271, 1, 4, 7, 0, 10441, 0, 0, 1, 9, 9]
Node 137 [3, 0, 0, 0, 1, 0, 0, 4533, 8, 0, 0, 0, 7, 0, 0, 4, 2, 1, 9, 0]
Node 138 [3, 12, 0, 25, 1, 36, 46, 0, 0, 4271, 0, 0, 0, 2, 0, 0, 2, 1, 9, 0]
Node 139 [3, 12, 1054, 0, 0, 0, 0, 0, 0, 4271, 1, 4, 0, 2, 10441, 4, 2, 1, 9, 0]
Node 140 [3, 12, 0, 0, 0, 36, 0, 0, 8, 0, 1, 4, 0, 2, 10441, 4, 0, 1, 9, 9]
Node 141 [0, 0, 0, 25, 0, 0, 0, 0, 8, 4271, 1, 4, 7, 0, 0, 0, 0, 0, 9, 0]
Node 142 [3, 12, 0, 0, 1, 36, 0, 4533, 0, 0, 0, 4, 7, 0, 10441, 0, 0, 0, 0, 9]
Node 143 [3, 0, 0, 0, 0, 36, 0, 4533, 8, 4271, 0, 4, 7, 0, 10441, 0, 0, 0, 0, 0]
Node 144 [0, 12, 0, 25, 1, 36, 0, 0, 8, 0, 0, 4, 7, 2, 10441, 0, 2, 1, 0, 9]
Node 145 [3, 12, 0, 25, 0, 0, 46, 0, 8, 0, 1, 4, 0, 2, 0, 0, 2, 0, 0, 0]
Node 146 [3, 12, 0, 25, 1, 36, 46, 4533, 8, 4271, 0, 4, 7, 0, 0, 4, 0, 0, 9, 0]
Node 147 [3, 0, 1054, 25, 1, 36, 46, 4533, 0, 4271, 0, 0, 0, 0, 10441, 4, 0, 0, 0, 9]
Node 148 [3, 12, 1054, 0, 0, 36, 0, 0, 8, 4271, 0, 4, 0, 0, 10441, 4, 0, 1, 0, 0]
Node 149 [3, 12, 0, 25, 1, 36, 0, 0, 8, 0, 0, 0, 7, 0, 10441, 0, 0, 1, 9, 9]
Node 150 [3, 0, 0, 0, 1, 0, 46, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 0, 0]
Node 151 [0, 0, 0, 0, 1, 0, 0, 4533, 8, 4271, 0, 4, 7, 2, 0, 0, 2, 0, 0, 9]
Node 152 [0, 12, 0, 25, 0, 36, 46, 4533, 0, 0, 0, 4, 0, 2, 10441, 4, 2, 1, 9, 0]
Node 153 [0, 12, 1054, 0, 0, 0, 0, 4533, 0, 0, 0, 4, 0, 2, 0, 4, 2, 0, 9, 9]
Node 154 [0, 12, 0, 25, 1, 0, 0, 4533, 8, 0, 0, 0, 0, 2, 10441, 0, 0, 1, 9, 0]
Node 155 [0, 0, 0, 25, 1, 36, 0, 4533, 8, 0, 1, 4, 0, 2, 0, 0, 0, 1, 0, 0]
Node 156 [0, 0, 1054, 25, 0, 0, 0, 4533, 8, 0, 1, 0, 7, 2, 0, 4, 0, 0, 9, 0]
Node 157 [0, 0, 1054, 0, 1, 36, 46, 4533, 8, 0, 1, 4, 0, 0, 0, 4, 2, 0, 9, 9]
Node 158 [3, 0, 0, 0, 0, 36, 0, 0, 0, 4271, 1, 4, 7, 2, 10441, 0, 0, 1, 0, 9]
Node 159 [0, 12, 1054, 0, 0, 0, 0, 4533, 0, 0, 0, 0, 7, 0, 0, 4, 0, 1, 0, 9]
Node 160 [0, 0, 1054, 25, 1, 0, 0, 0, 8, 4271, 0, 4, 0, 0, 10441, 0, 2, 0, 9, 0]
Node 161 [3, 12, 0, 0, 0, 0, 0, 0, 8, 4271, 1, 0, 0, 0, 10441, 4, 2, 1, 0, 0]
Node 162 [3, 0, 0, 25, 1, 36, 46, 4533, 0, 4271, 1, 0, 0, 2, 0, 4, 2, 0, 9, 0]
Node 163 [0, 0, 0, 0, 1, 0, 0, 4533, 0, 0, 0, 4, 7, 0, 0, 0, 2, 0, 0, 9]
Node 164 [3, 12, 0, 25, 0, 0, 0, 0, 0, 4271, 1, 0, 0, 0, 0, 4, 2, 1, 0, 0]
Node 165 [0, 12, 0, 0, 0, 0, 0, 4533, 0, 4271, 0, 0, 0, 0, 0, 0, 2, 1, 9, 0]
Node 166 [3, 0, 0, 0, 0, 36, 46, 0, 0, 4271, 1, 0, 0, 0, 10441, 4, 2, 1, 9, 9]
Node 167 [3, 0, 0, 25, 1, 0, 0, 0, 0, 4271, 0, 4, 7, 0, 10441, 0, 0, 1, 0, 0]
Node 168 [3, 0, 1054, 0, 0, 0, 46, 0, 8, 4271, 1, 0, 0, 2, 0, 0, 2, 0, 0, 9]
Node 169 [3, 0, 0, 0, 1, 36, 46, 4533, 8, 0, 1, 4, 7, 2, 10441, 4, 2, 0, 9, 0]
Node 170 [0, 0, 0, 0, 1, 36, 46, 0, 0, 0, 1, 4, 7, 2, 0, 4, 0, 1, 9, 9]
Node 171 [3, 12, 1054, 0, 0, 36, 0, 4533, 0, 0, 1, 0, 0, 0, 10441, 4, 0, 0, 9, 9]
Node 172 [3, 12, 0, 0, 0, 36, 46, 0, 8, 4271, 1, 4, 7, 2, 0, 4, 0, 1, 9, 0]
Node 173 [0, 12, 0, 0, 0, 0, 0, 0, 8, 4271, 0, 4, 0, 2, 0, 4, 2, 0, 9, 0]
Node 174 [3, 0, 0, 25, 1, 0, 46, 0, 0, 4271, 0, 4, 7, 2, 0, 4, 2, 1, 9, 0]
Node 175 [0, 0, 0, 25, 0, 36, 0, 4533, 8, 4271, 1, 0, 7, 0, 10441, 4, 2, 0, 0, 0]
Node 176 [3, 12, 0, 25, 0, 0, 46, 0, 0, 4271, 1, 0, 0, 0, 0, 4, 0, 1, 0, 0]
Node 177 [0, 12, 1054, 25, 0, 0, 46, 0, 0, 4271, 0, 4, 0, 2, 10441, 0, 0, 1, 9, 9]
Node 178 [0, 12, 0, 25, 0, 0, 46, 0, 0, 4271, 1, 4, 0, 0, 10441, 0, 0, 1, 9, 9]
Node 179 [0, 12, 0, 25, 0, 0, 46, 4533, 0, 0, 0, 4, 0, 2, 0, 4, 0, 0, 0, 0]
Node 180 [3, 12, 1054, 0, 1, 36, 0, 0, 8, 4271, 0, 0, 7, 2, 10441, 4, 2, 1, 9, 9]
Node 181 [0, 0, 0, 25, 1, 0, 0, 4533, 8, 0, 1, 4, 0, 0, 10441, 0, 0, 0, 0, 0]
Node 182 [3, 0, 1054, 25, 0, 0, 46, 4533, 0, 4271, 0, 0, 0, 0, 10441, 0, 2, 1, 9, 0]
Node 183 [0, 12, 1054, 25, 1, 0, 46, 4533, 0, 4271, 1, 0, 0, 0, 0, 4, 2, 1, 9, 9]
Node 184 [0, 12, 0, 0, 1, 0, 46, 4533, 0, 0, 0, 4, 7, 0, 10441, 4, 0, 1, 9, 9]
Node 185 [3, 0, 1054, 25, 1, 0, 46, 0, 0, 4271, 0, 0, 7, 2, 10441, 4, 0, 1, 0, 0]
Node 186 [3, 12, 0, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0, 2, 0, 4, 2, 0, 9, 9]
Node 187 [3, 0, 1054, 0, 0, 36, 0, 4533, 0, 4271, 0, 0, 7, 0, 10441, 0, 2, 0, 0, 9]
Node 188 [0, 0, 0, 0, 1, 36, 0, 0, 8, 0, 1, 4, 0, 0, 10441, 4, 0, 0, 0, 9]
Node 189 [3, 0, 1054, 25, 1, 0, 0, 0, 8, 0, 0, 0, 7, 0, 10441, 0, 0, 1, 9, 0]
Node 190 [0, 12, 1054, 25, 0, 0, 0, 4533, 8, 4271, 0, 0, 7, 0, 10441, 0, 2, 0, 9, 0]
Node 191 [3, 12, 1054, 25, 1, 36, 0, 4533, 8, 4271, 1, 4, 0, 2, 0, 4, 0, 1, 0, 9]
Node 192 [0, 0, 1054, 0, 1, 36, 0, 0, 0, 4271, 1, 4, 7, 2, 0, 4, 0, 0, 9, 0]
Node 193 [3, 0, 1054, 25, 1, 0, 0, 4533, 0, 4271, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0]
Node 194 [3, 0, 0, 0, 0, 36, 0, 4533, 8, 0, 1, 4, 7, 0, 0, 4, 2, 0, 9, 9]
Node 195 [0, 12, 0, 25, 1, 0, 46, 0, 8, 4271, 1, 4, 7, 2, 10441, 0, 2, 0, 0, 0]
Node 196 [0, 0, 1054, 0, 1, 0, 0, 4533, 8, 4271, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0]
Node 197 [3, 12, 0, 25, 0, 36, 0, 0, 0, 4271, 0, 4, 7, 2, 0, 4, 2, 1, 0, 0]
Node 198 [3, 0, 0, 25, 0, 0, 0, 4533, 8, 4271, 0, 0, 7, 2, 10441, 4, 0, 0, 9, 0]
Node 199 [0, 0, 0, 0, 1, 36, 46, 4533, 8, 4271, 0, 0, 7, 2, 0, 0, 0, 1, 9, 9]
Node 200 [3, 0, 1054, 25, 0, 0, 46, 4533, 0, 0, 0, 0, 7, 0, 0, 4, 2, 0, 0, 0]
Node 201 [3, 12, 0, 25, 1, 0, 46, 0, 8, 0, 1, 4, 7, 2, 0, 4, 2, 1, 0, 0]
Node 202 [0, 0, 1054, 0, 0, 36, 46, 0, 8, 0, 0, 4, 7, 0, 0, 4, 2, 0, 9, 9]
Node 203 [0, 12, 1054, 0, 0, 0, 0, 4533, 8, 4271, 1, 0, 7, 0, 0, 0, 0, 1, 0, 0]
Node 204 [3, 0, 1054, 25, 1, 36, 46, 0, 8, 0, 1, 4, 0, 2, 0, 0, 2, 0, 0, 9]
Node 205 [0, 0, 0, 25, 1, 36, 0, 0, 8, 0, 1, 4, 7, 2, 10441, 0, 0, 0, 9, 0]
